지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),지면상태(지면상태코드),지면온도(°C)
108,서울,2024-10-08 19:00,19,,2.3,50,68,1005.9,0,,,2,1,,16.5
108,서울,2024-10-08 20:00,18.6,,3.2,70,69,1006.6,,,,2,2,,16.1
108,서울,2024-10-08 21:00,17.8,,3.1,50,71,1007.1,,,,0,0,,15.1
108,서울,2024-10-08 22:00,17.1,,2.5,50,71,1007.5,,,,0,0,,14.3
108,서울,2024-10-08 23:00,16.7,,2.4,70,71,1007.6,,,,2,1,,13.9
108,서울,2024-10-09 00:00,16.3,,2.8,70,73,1007.4,,,,0,0,,13.6
108,서울,2024-10-09 01:00,15.9,,2.4,50,74,1007.3,,,,0,0,,13.1
108,서울,2024-10-09 02:00,15.4,,2.8,50,76,1007.3,,,,0,0,,12.8
108,서울,2024-10-09 03:00,15.2,,2.6,50,77,1007,,,,0,0,,12.6
108,서울,2024-10-09 04:00,14.8,,2.1,50,78,1006.9,,,,0,0,,12.2
108,서울,2024-10-09 05:00,14.4,,2,50,80,1007.1,,,,0,0,,12
108,서울,2024-10-09 06:00,14.1,,2,50,82,1007.3,,,,0,0,,11.7
108,서울,2024-10-09 07:00,13.9,,1.3,70,83,1007.7,0,,,3,1,,12
108,서울,2024-10-09 08:00,14.9,,2.9,50,81,1007.6,.6,,,0,0,,13.3
108,서울,2024-10-09 09:00,17.4,,2.5,50,71,1007.6,1,,,2,0,,22.7
108,서울,2024-10-09 10:00,19.3,,2.8,50,63,1007.5,1,,,1,0,,31.9
108,서울,2024-10-09 11:00,21.2,,3.1,70,59,1006.9,1,,,4,0,,38.2
108,서울,2024-10-09 12:00,22.4,,2.4,70,51,1006.3,1,,,7,0,,41.9
108,서울,2024-10-09 13:00,23.1,,2.7,50,49,1005.4,.8,,,6,3,,41.7
108,서울,2024-10-09 14:00,24.3,,2.2,70,46,1004.6,1,,,7,3,,44.6
108,서울,2024-10-09 15:00,23.6,,1.8,160,46,1004.3,.3,,,8,5,,32.3
108,서울,2024-10-09 16:00,23.5,,2.5,160,46,1003.9,.7,,,6,3,,28.9
108,서울,2024-10-09 17:00,22.9,,1.5,290,50,1003.8,.4,,,6,3,,25.1
108,서울,2024-10-09 18:00,21.9,,1.4,90,51,1003.9,.3,,,6,2,,20.6
108,서울,2024-10-09 19:00,20,,2.4,50,58,1004,0,,,4,1,,17.5
108,서울,2024-10-09 20:00,19.2,,1.8,20,62,1004.4,,,,4,4,,16
108,서울,2024-10-09 21:00,18.4,,1.8,50,65,1004.5,,,,7,7,,15.4
108,서울,2024-10-09 22:00,18.2,,2.5,50,68,1004.7,,,,6,1,,16.3
108,서울,2024-10-09 23:00,17.9,,2.5,50,69,1004.7,,,,7,0,,15.5
108,서울,2024-10-10 00:00,17.7,,2.6,50,70,1004.4,,,,8,1,,15.6
108,서울,2024-10-10 01:00,17.2,,2.4,50,71,1004.2,,,,7,5,,14.9
108,서울,2024-10-10 02:00,16.6,,2.6,50,74,1004.4,,,,6,2,,14.5
108,서울,2024-10-10 03:00,16.3,,2.2,50,75,1004.5,,,,8,4,,14.2
108,서울,2024-10-10 04:00,16.2,,1.8,50,75,1004.1,,,,8,3,,14.5
108,서울,2024-10-10 05:00,15.9,,2.1,50,76,1004.3,,,,8,5,,14.2
108,서울,2024-10-10 06:00,15.5,,1.9,50,77,1004.6,,,,5,2,,13.5
108,서울,2024-10-10 07:00,15.4,,2.6,50,77,1004.8,0,,,6,3,,14.8
108,서울,2024-10-10 08:00,15.9,,2.6,50,76,1005.1,0,,,8,8,,16.3
108,서울,2024-10-10 09:00,17.1,,2.6,50,72,1005.4,.3,,,3,1,,22.4
108,서울,2024-10-10 10:00,19.2,,1.7,90,63,1005.5,1,,,5,3,,31.9
108,서울,2024-10-10 11:00,19.8,,1.4,140,58,1005.3,.5,,,7,7,,26.7
108,서울,2024-10-10 12:00,20.7,,1.5,110,57,1004.8,.4,,,7,7,,29.2
108,서울,2024-10-10 13:00,21.7,0,1.4,90,57,1004,.4,,,3,3,,35.2
108,서울,2024-10-10 14:00,23.1,,1.7,70,50,1003.2,1,,,4,4,,42.7
108,서울,2024-10-10 15:00,23.2,,1.9,340,50,1002.9,.7,,,5,5,,36.1
108,서울,2024-10-10 16:00,23.7,,1.5,70,48,1002.9,.9,,,3,3,,33.3
108,서울,2024-10-10 17:00,23.4,,1.6,50,49,1003.1,1,,,4,4,,26.5
108,서울,2024-10-10 18:00,21.8,,1.9,340,54,1003.5,.1,,,6,6,,21.6
108,서울,2024-10-10 19:00,20.8,,2.3,250,59,1003.9,0,,,4,4,,19.7
108,서울,2024-10-10 20:00,19.9,,2.2,270,65,1004.5,,,,4,4,,18.5
108,서울,2024-10-10 21:00,19.1,,2.5,290,69,1004.9,,,,2,2,,16.9
108,서울,2024-10-10 22:00,18.4,,.2,0,71,1005.1,,,,2,2,,15.5
108,서울,2024-10-10 23:00,17.6,,1.7,20,73,1005.2,,,,0,0,,14.7
108,서울,2024-10-11 00:00,17,,1.4,360,76,1005.1,,,,0,0,,14.1
108,서울,2024-10-11 01:00,16.4,,1.6,360,78,1005.5,,,,0,0,,13.6
108,서울,2024-10-11 02:00,15.9,,1.6,20,82,1005.6,,,,0,0,,13.3
108,서울,2024-10-11 03:00,15.2,,1.9,20,83,1005.7,,,,0,0,,12.6
108,서울,2024-10-11 04:00,15,,1.3,20,85,1005.9,,,,0,0,,12.5
108,서울,2024-10-11 05:00,14.6,,1.8,50,86,1006.2,,,,0,0,,12.3
108,서울,2024-10-11 06:00,14.1,,1.6,20,86,1006.6,,,,0,0,,11.8
108,서울,2024-10-11 07:00,14,,1.3,20,89,1006.9,0,,,0,0,,12.1
108,서울,2024-10-11 08:00,14.5,,2.1,50,89,1007.5,.8,,,0,0,,14.3
108,서울,2024-10-11 09:00,16.8,,2.2,70,81,1007.8,1,,,0,0,,22.3
108,서울,2024-10-11 10:00,18.9,,1.8,50,72,1008.2,1,,,0,0,,30.6
108,서울,2024-10-11 11:00,21,,1.2,110,66,1008,1,,,1,1,,36.8
108,서울,2024-10-11 12:00,22.7,,1.9,160,58,1007.9,.8,,,2,2,,41.9
108,서울,2024-10-11 13:00,23.8,,2.4,230,45,1007.3,1,,,3,3,,44.3
108,서울,2024-10-11 14:00,23.7,,2.4,180,48,1006.6,.4,,,3,3,,36
108,서울,2024-10-11 15:00,24.3,,3,230,48,1006.2,1,,,3,3,,37.6
108,서울,2024-10-11 16:00,24.2,,2.2,270,44,1006.5,1,,,2,2,,33.4
108,서울,2024-10-11 17:00,22.9,,3.1,250,46,1006.9,1,,,0,0,,23.4
108,서울,2024-10-11 18:00,21,,2.6,270,50,1007.3,.5,,,0,0,,19
108,서울,2024-10-11 19:00,19.7,,2.5,270,59,1008.1,0,,,0,0,,16.9
108,서울,2024-10-11 20:00,18.8,,1.7,290,65,1008.8,,,,0,0,,15.3
108,서울,2024-10-11 21:00,17.9,,1.4,290,68,1009.2,,,,0,0,,14.1
108,서울,2024-10-11 22:00,17.2,,1.3,270,70,1009.9,,,,0,0,,13.4
108,서울,2024-10-11 23:00,16.7,,1.5,290,73,1010.4,,,,0,0,,13.2
108,서울,2024-10-12 00:00,16.5,,1.3,320,76,1010.5,,,,0,0,,12.7
108,서울,2024-10-12 01:00,16,,.4,0,77,1010.6,,,,0,0,,12.2
108,서울,2024-10-12 02:00,15.6,,.6,360,77,1010.8,,,,0,0,,11.9
108,서울,2024-10-12 03:00,15,,1.3,20,81,1010.8,,,,0,0,,11.7
108,서울,2024-10-12 04:00,14.6,,1.1,20,82,1011.1,,,,0,0,,11.3
108,서울,2024-10-12 05:00,14.1,,1.7,20,84,1011.4,,,,0,0,,11
108,서울,2024-10-12 06:00,13.9,,1.5,360,85,1012,,,,0,0,,10.8
108,서울,2024-10-12 07:00,13.4,,1.6,20,87,1012.5,0,,,0,0,,11
108,서울,2024-10-12 08:00,13.8,,1.6,50,88,1013.2,.9,,,0,0,,13.1
108,서울,2024-10-12 09:00,16.2,,2,20,82,1013.5,1,,,0,0,,21.9
108,서울,2024-10-12 10:00,18.9,,.8,90,68,1013.5,1,,,0,0,,31.4
108,서울,2024-10-12 11:00,21.2,,2.2,160,51,1013.1,1,,,0,0,,37.1
108,서울,2024-10-12 12:00,22.3,,1.9,270,45,1012.7,1,,,0,0,,42.7
108,서울,2024-10-12 13:00,23.4,,2.1,250,34,1012.1,1,,,0,0,,45
108,서울,2024-10-12 14:00,23.9,,1.7,270,29,1011.7,1,,,0,0,,44.4
108,서울,2024-10-12 15:00,24,,2.3,290,30,1011.5,1,,,0,0,,39.8
108,서울,2024-10-12 16:00,24.3,,2.4,270,26,1011.5,1,,,0,0,,33.1
108,서울,2024-10-12 17:00,23.4,,2.2,290,30,1011.5,1,,,0,0,,22.5
108,서울,2024-10-12 18:00,21.3,,1.4,270,36,1011.7,.5,,,0,0,,17.6
108,서울,2024-10-12 19:00,19.7,,1.6,250,51,1012.2,,,,0,0,,15.7
108,서울,2024-10-12 20:00,18.7,,.6,250,52,1012.8,,,,0,0,,14.4
108,서울,2024-10-12 21:00,17.8,,.8,250,59,1013.1,,,,0,0,,13.5
108,서울,2024-10-12 22:00,16.8,,.2,0,63,1013.2,,,,0,0,,12.8
108,서울,2024-10-12 23:00,16.4,,.5,70,63,1013.5,,,,0,0,,12.2
108,서울,2024-10-13 00:00,15.7,,1.3,20,67,1013.3,,,,0,0,,12
108,서울,2024-10-13 01:00,15.1,,1.6,20,72,1013.2,,,,0,0,,11.7
108,서울,2024-10-13 02:00,14.8,,1.7,20,75,1013.3,,,,0,0,,11.4
108,서울,2024-10-13 03:00,14.1,,1.6,20,78,1013.2,,,,0,0,,11
108,서울,2024-10-13 04:00,13.5,,2,50,81,1013,,,,0,0,,10.4
108,서울,2024-10-13 05:00,13.2,,1.6,50,81,1013,,,,0,0,,10.3
108,서울,2024-10-13 06:00,12.8,,1.7,50,84,1013.3,,,,1,0,,10.1
108,서울,2024-10-13 07:00,12.8,,2.1,50,85,1013.4,.1,,,2,0,,10.5
108,서울,2024-10-13 08:00,14.2,,2,70,83,1013.8,1,,,1,0,,12.5
108,서울,2024-10-13 09:00,16.6,,2.2,70,75,1013.8,1,,,5,0,,22.3
108,서울,2024-10-13 10:00,19,,2.1,70,65,1013.9,1,,,2,0,,32.2
108,서울,2024-10-13 11:00,20.9,,2.2,70,58,1013.6,.9,,,9,0,,31.6
108,서울,2024-10-13 12:00,21.8,,2.2,50,57,1013.1,.4,,,9,0,,35.5
108,서울,2024-10-13 13:00,22.1,,2.1,140,54,1012.7,.2,,,9,0,,30.8
108,서울,2024-10-13 14:00,22.1,,2.6,140,51,1012.3,0,,,9,0,,28.3
108,서울,2024-10-13 15:00,22.4,,1.9,90,50,1011.7,0,,,9,0,,29.7
108,서울,2024-10-13 16:00,22.4,,1.8,110,50,1011.5,.1,,,9,5,,25.9
108,서울,2024-10-13 17:00,21.7,,1.9,90,51,1011.6,0,,,9,8,,22.2
108,서울,2024-10-13 18:00,20.8,,2,50,57,1011.7,0,,,9,9,,18.8
108,서울,2024-10-13 19:00,20,,1.5,50,60,1011.7,,,,10,10,,17.9
108,서울,2024-10-13 20:00,19.4,,2.1,50,65,1012,,,,10,10,,17.4
108,서울,2024-10-13 21:00,19.2,,2.5,50,66,1011.9,,,,9,9,,17.2
108,서울,2024-10-13 22:00,19,,2.5,50,67,1011.7,,,,10,10,,17
108,서울,2024-10-13 23:00,18.7,,2.3,50,68,1011.9,,,,10,10,,16.6
108,서울,2024-10-14 00:00,18.4,,1.7,50,69,1011.7,,,,9,9,,16.4
108,서울,2024-10-14 01:00,18.2,,1.9,50,70,1011.5,,,,8,8,,15.8
108,서울,2024-10-14 02:00,17.9,,2.2,70,72,1011.5,,,,9,9,,15.8
108,서울,2024-10-14 03:00,17.7,,2.1,70,74,1011.1,,,,8,8,,15.4
108,서울,2024-10-14 04:00,17.6,,1.5,70,74,1010.5,,,,9,9,,15.8
108,서울,2024-10-14 05:00,17.6,,1.6,70,73,1010.4,,,,9,9,,16
108,서울,2024-10-14 06:00,17.6,,1.8,70,73,1010.2,,,,10,10,,16
108,서울,2024-10-14 07:00,17.6,,2.7,70,72,1009.9,0,,,10,10,,16.1
108,서울,2024-10-14 08:00,17.8,,1.6,70,71,1010.1,0,,,10,10,,17.1
108,서울,2024-10-14 09:00,18.6,,2.1,90,70,1010.2,0,,,10,8,,20.2
108,서울,2024-10-14 10:00,19.3,,1.9,50,69,1009.9,0,,,10,8,,22.1
108,서울,2024-10-14 11:00,20.1,,2,90,67,1009.6,0,,,10,8,,24.5
108,서울,2024-10-14 12:00,20.2,,1.9,50,67,1009.2,0,,,10,10,,22.9
108,서울,2024-10-14 13:00,20.5,0,2,110,69,1008.4,0,,,10,10,,22.7
108,서울,2024-10-14 14:00,21.2,0,1.5,50,68,1007.9,0,,,10,8,,26.2
108,서울,2024-10-14 15:00,21.5,,1.6,90,60,1007.5,0,,,9,4,,26.2
108,서울,2024-10-14 16:00,21.2,,2.1,90,59,1006.9,0,,,9,4,,23.2
108,서울,2024-10-14 17:00,20.8,,1.7,90,65,1007.2,0,,,10,8,,20.8
108,서울,2024-10-14 18:00,20.4,0,1.8,70,67,1006.8,0,,,10,8,,19.6
108,서울,2024-10-14 19:00,20.1,,1.2,70,68,1007.1,,,,10,2,,18.3
108,서울,2024-10-14 20:00,19.7,,1.9,50,72,1007.5,,,,10,7,,18.3
108,서울,2024-10-14 21:00,19.6,,1.2,70,73,1007.3,,,,9,8,,18.5
108,서울,2024-10-14 22:00,19.1,,2.6,50,75,1006.8,,,,7,5,,16.9
108,서울,2024-10-14 23:00,18.8,,1.9,50,77,1006.8,,,,6,3,,17.5
108,서울,2024-10-15 00:00,18.8,,1.8,50,78,1006.6,,,,9,8,,17.7
108,서울,2024-10-15 01:00,18.8,,2.2,50,78,1006.3,,,,9,9,,17.9
108,서울,2024-10-15 02:00,18.7,0,2.1,50,79,1006.2,,,,10,8,,17.7
108,서울,2024-10-15 03:00,18.4,0,2.1,50,82,1005.5,,,,10,8,,17.2
108,서울,2024-10-15 04:00,17.9,.4,1.9,50,87,1005.4,,,,10,8,,16.9
108,서울,2024-10-15 05:00,17.8,0,2.2,50,89,1005.4,,,,10,8,,16.9
108,서울,2024-10-15 06:00,17.7,0,1.3,50,89,1005.5,,,,10,8,,16.6
108,서울,2024-10-15 07:00,17.6,,2.5,50,89,1005.5,0,,,10,8,,16.9
108,서울,2024-10-15 08:00,18.1,,1.7,50,88,1006.1,0,,,10,7,,19.3
108,서울,2024-10-15 09:00,18.4,0,2,50,87,1006.7,0,,,10,8,,18.9
108,서울,2024-10-15 10:00,18.9,.1,1.8,50,88,1006.8,0,,,10,8,,20.9
108,서울,2024-10-15 11:00,19.6,0,1.5,50,84,1007,0,,,10,7,,22.4
108,서울,2024-10-15 12:00,20.5,,2.3,20,81,1006.6,0,,,10,7,,24.6
108,서울,2024-10-15 13:00,21.1,,1.7,270,79,1006.6,0,,,10,7,,24.1
108,서울,2024-10-15 14:00,21.3,,2,270,79,1006.4,0,,,10,8,,24.6
108,서울,2024-10-15 15:00,21.7,,1.8,290,79,1006.1,0,,,10,6,,25.5
108,서울,2024-10-15 16:00,20.8,0,2.8,320,82,1006.7,0,,,10,8,,21.3
108,서울,2024-10-15 17:00,20.6,,1.9,290,80,1007.2,0,,,10,8,,21
108,서울,2024-10-15 18:00,20.3,,2,270,82,1007.7,0,,,8,8,,19.5
108,서울,2024-10-15 19:00,19.9,,1.5,320,85,1008.3,,,,3,3,,18.2
108,서울,2024-10-15 20:00,19.3,,1.2,270,86,1008.8,,,,0,0,,16.3
108,서울,2024-10-15 21:00,18.7,,1.2,290,89,1009.1,,,,0,0,,15.6
108,서울,2024-10-15 22:00,18.3,,1.3,270,90,1009.4,,,,0,0,,15.3
108,서울,2024-10-15 23:00,18.1,,2.3,290,91,1009.7,,,,3,1,,15.2
108,서울,2024-10-16 00:00,17.7,,2.2,270,91,1009.8,,,,0,0,,14.9
108,서울,2024-10-16 01:00,17.3,,.5,340,90,1010,,,,6,1,,14.4
108,서울,2024-10-16 02:00,16.9,,1.6,290,92,1010.5,,,,0,0,,14.1
108,서울,2024-10-16 03:00,16.4,,1,360,92,1010.7,,,,0,0,,13.4
108,서울,2024-10-16 04:00,16,,.4,0,93,1011,,,,0,0,,12.7
108,서울,2024-10-16 05:00,15.4,,0,0,91,1011.3,,,,0,0,,12
108,서울,2024-10-16 06:00,14.8,,1.5,20,93,1011.7,,,,2,0,,12.1
108,서울,2024-10-16 07:00,14.6,,1.2,50,95,1012.1,0,,,10,10,,14.3
108,서울,2024-10-16 08:00,15,,1.7,50,96,1012.6,0,,,10,10,,15.6
108,서울,2024-10-16 09:00,15.5,,2.6,50,95,1013.2,0,,,10,10,,16.9
108,서울,2024-10-16 10:00,16.2,,2,50,93,1013.5,0,,,10,10,,19.6
108,서울,2024-10-16 11:00,18.2,,1.8,50,83,1013,.4,,,4,0,,27.2
108,서울,2024-10-16 12:00,20.8,,1.6,160,67,1012.6,1,,,1,1,,35.3
108,서울,2024-10-16 13:00,22.4,,1.9,230,54,1011.8,1,,,0,0,,39.4
108,서울,2024-10-16 14:00,23.7,,2.3,200,52,1011.1,1,,,0,0,,39.3
108,서울,2024-10-16 15:00,24,,2,250,55,1011.2,1,,,0,0,,35.9
108,서울,2024-10-16 16:00,23.8,,1.7,270,53,1011.1,1,,,0,0,,30.5
108,서울,2024-10-16 17:00,22.9,,1.3,290,53,1010.9,1,,,0,0,,23.2
108,서울,2024-10-16 18:00,20.8,,1.3,270,62,1011.1,.4,,,2,0,,18.9
108,서울,2024-10-16 19:00,19.5,,1.2,290,66,1011.8,,,,0,0,,16.8
108,서울,2024-10-16 20:00,18.5,,1.7,360,69,1012.2,,,,0,0,,15.5
108,서울,2024-10-16 21:00,17.7,,.1,0,73,1012.8,,,,0,0,,14.3
108,서울,2024-10-16 22:00,16.9,,1.6,270,76,1012.8,,,,3,1,,13.9
108,서울,2024-10-16 23:00,16.3,,1.1,270,77,1012.8,,,,5,1,,13.4
108,서울,2024-10-17 00:00,15.7,,1.2,360,78,1012.5,,,,7,0,,13.1
108,서울,2024-10-17 01:00,15.3,,1.5,20,81,1012.7,,,,6,1,,13
108,서울,2024-10-17 02:00,14.7,,1.9,20,82,1012.8,,,,5,1,,12.6
108,서울,2024-10-17 03:00,14.2,,1.9,50,84,1012.5,,,,8,0,,12.4
108,서울,2024-10-17 04:00,13.9,,1.6,20,86,1012.4,,,,8,0,,12.5
108,서울,2024-10-17 05:00,13.9,,2,50,85,1012.4,,,,8,0,,12.8
108,서울,2024-10-17 06:00,13.9,,1.7,20,85,1012.6,,,,9,0,,12.7
108,서울,2024-10-17 07:00,13.9,,1.7,20,86,1013.1,0,,,9,0,,12.8
108,서울,2024-10-17 08:00,14.1,,2,50,86,1013.2,0,,,10,0,,14.6
108,서울,2024-10-17 09:00,15.2,,1.5,70,82,1013.6,0,,,9,0,,17.5
108,서울,2024-10-17 10:00,17.1,,1.8,50,75,1013.4,.2,,,4,0,,22.3
108,서울,2024-10-17 11:00,20,,1.7,70,68,1013.3,1,,,1,0,,31.7
108,서울,2024-10-17 12:00,22.5,,1.7,70,62,1012.6,1,,,0,0,,37.9
108,서울,2024-10-17 13:00,23.7,,2,70,55,1011.5,1,,,0,0,,40.6
108,서울,2024-10-17 14:00,25,,1.6,140,51,1011.1,1,,,0,0,,40.4
108,서울,2024-10-17 15:00,25.4,,2.3,50,48,1010.4,1,,,0,0,,37.2
108,서울,2024-10-17 16:00,25.6,,1.6,70,50,1010.2,1,,,0,0,,31.5
108,서울,2024-10-17 17:00,24.8,,2.1,50,48,1009.7,1,,,0,0,,24.1
108,서울,2024-10-17 18:00,22.4,,2,50,56,1009.2,.3,,,1,0,,19.4
108,서울,2024-10-17 19:00,20.9,,2.1,20,61,1009.3,,,,6,0,,17.6
108,서울,2024-10-17 20:00,20,,2.2,50,66,1009.4,,,,0,0,,16.6
108,서울,2024-10-17 21:00,19.7,,.8,360,69,1010.1,,,,0,0,,15.9
108,서울,2024-10-17 22:00,19,,2,50,73,1010.2,,,,8,0,,16.2
108,서울,2024-10-17 23:00,18.6,,1.3,70,74,1010,,,,8,0,,15.8
108,서울,2024-10-18 00:00,18.3,,2.2,70,77,1009.5,,,,8,0,,15.6
108,서울,2024-10-18 01:00,18,,2.9,50,79,1008.7,,,,10,2,,15.8
108,서울,2024-10-18 02:00,18.1,,1.7,50,78,1009.4,,,,10,8,,16.6
108,서울,2024-10-18 03:00,17.9,,1.8,70,78,1008.9,,,,8,8,,16.2
108,서울,2024-10-18 04:00,17.9,,2.4,50,78,1008.1,,,,9,9,,16.4
108,서울,2024-10-18 05:00,17.9,,1.9,70,77,1007.8,,,,10,10,,16.8
108,서울,2024-10-18 06:00,18,0,2.6,50,76,1007.5,,,,9,3,,16.8
108,서울,2024-10-18 07:00,18,0,3,50,76,1007,0,,,10,5,,16.8
108,서울,2024-10-18 08:00,18.3,0,2.8,50,75,1007,0,,,10,6,,17.9
108,서울,2024-10-18 09:00,18.7,0,3.1,50,75,1006.8,0,,,10,7,,18.9
108,서울,2024-10-18 10:00,18.7,.2,3,50,80,1006.4,0,,,10,8,,18.5
108,서울,2024-10-18 11:00,18.5,.3,3.1,50,82,1004.8,0,,,10,8,,19.2
108,서울,2024-10-18 12:00,18.4,.1,2.7,70,84,1003.9,0,,,10,8,,18.9
108,서울,2024-10-18 13:00,17.6,6.9,1.5,320,89,1003.4,0,,,10,7,,17.3
108,서울,2024-10-18 14:00,16.8,11,4.4,70,94,1000.4,0,,,10,9,,16.7
108,서울,2024-10-18 15:00,16.6,12.2,3,50,96,999.5,0,,,10,8,,16.3
108,서울,2024-10-18 16:00,16.7,16.1,1.6,90,96,999.9,0,,,10,9,,16.7
108,서울,2024-10-18 17:00,17.1,.3,2.3,50,96,999.7,0,,,10,8,,17.2
108,서울,2024-10-18 18:00,17,,1.9,290,94,999.8,0,,,10,8,,17
108,서울,2024-10-18 19:00,16.7,,1.9,70,93,1000.1,,,,10,10,,16.7
108,서울,2024-10-18 20:00,16.2,0,2.4,70,93,1000.2,,,,10,8,,16.4
108,서울,2024-10-18 21:00,16.3,0,2.3,70,93,1000,,,,10,8,,16.4
108,서울,2024-10-18 22:00,16.5,0,1.2,340,93,1000.3,,,,10,9,,16.6
108,서울,2024-10-18 23:00,16.8,0,.7,50,94,1000.3,,,,10,7,,16.8
108,서울,2024-10-19 00:00,16.6,,2.1,70,93,999.4,,,,10,6,,16.6
108,서울,2024-10-19 01:00,16.6,,.6,90,92,999.6,,,,10,10,,16.7
108,서울,2024-10-19 02:00,16.8,0,2.8,290,95,1000.4,,,,10,7,,16.7
108,서울,2024-10-19 03:00,16.1,.9,2.3,290,95,1000.5,,,,10,7,,16.3
108,서울,2024-10-19 04:00,16,.1,.8,290,94,1001,,,,10,6,,16.2
108,서울,2024-10-19 05:00,15.9,,.8,270,92,1001.5,,,,9,9,,16.1
108,서울,2024-10-19 06:00,15.9,,.9,180,92,1002.2,,,,9,9,,15.8
108,서울,2024-10-19 07:00,15.7,,1.8,290,91,1003.1,0,,,2,2,,15.6
108,서울,2024-10-19 08:00,15.6,,3.5,290,92,1004.5,0,,,6,6,,15.9
108,서울,2024-10-19 09:00,15.8,,1.8,270,90,1005.5,0,,,6,6,,17.1
108,서울,2024-10-19 10:00,18,,1.5,270,82,1005.8,.9,,,3,1,,22.8
108,서울,2024-10-19 11:00,19.7,,1.7,50,73,1005.9,.7,,,6,6,,24.1
108,서울,2024-10-19 12:00,20.8,,3.4,50,68,1006.5,.4,,,8,8,,24.4
108,서울,2024-10-19 13:00,20.5,,3.3,50,68,1006.5,0,,,9,9,,22.8
108,서울,2024-10-19 14:00,20.2,,4.7,50,68,1007.2,.1,,,9,9,,21.8
108,서울,2024-10-19 15:00,20.2,,3.6,50,66,1007.8,0,,,8,8,,22
108,서울,2024-10-19 16:00,19.7,,3.2,50,67,1009,0,,,8,8,,20.3
108,서울,2024-10-19 17:00,18.9,,3.6,70,61,1010.2,0,,,8,8,,18.5
108,서울,2024-10-19 18:00,17.5,,5.6,50,61,1011.8,0,,,8,8,,16.7
108,서울,2024-10-19 19:00,16.2,,4.8,70,63,1013.4,,,,8,7,,15.6
108,서울,2024-10-19 20:00,15.1,,5.7,50,63,1014.7,,,,8,6,,14.5
108,서울,2024-10-19 21:00,14.1,,5.4,70,64,1015.6,,,,3,3,,13.3
108,서울,2024-10-19 22:00,13.3,,6.6,50,63,1016.3,,,,0,0,,12.2
108,서울,2024-10-19 23:00,12.7,,5.2,50,64,1016.9,,,,0,0,,11.6
108,서울,2024-10-20 00:00,12.4,,5.2,70,64,1017.7,,,,1,1,,11.1
108,서울,2024-10-20 01:00,11.9,,5.3,50,63,1018.5,,,,0,0,,10.6
108,서울,2024-10-20 02:00,11.7,,4.5,50,64,1019.3,,,,0,0,,10.2
108,서울,2024-10-20 03:00,11.3,,3.5,50,65,1019.3,,,,0,0,,9.9
108,서울,2024-10-20 04:00,11.2,,3.8,70,64,1019.7,,,,0,0,,9.6
108,서울,2024-10-20 05:00,10.9,,3.7,50,65,1019.9,,,,0,0,,9.4
108,서울,2024-10-20 06:00,10.8,,3.8,70,63,1020.5,,,,0,0,,9.1
108,서울,2024-10-20 07:00,10.6,,3.5,70,63,1020.8,0,,,0,0,,8.9
108,서울,2024-10-20 08:00,11.2,,3.7,70,62,1021.6,.7,,,0,0,,9.4
108,서울,2024-10-20 09:00,12.8,,4.6,70,54,1022.3,1,,,0,0,,13.5
108,서울,2024-10-20 10:00,14.3,,4.6,50,53,1021.7,1,,,0,0,,17.9
108,서울,2024-10-20 11:00,15.3,,4.3,70,48,1021.4,1,,,1,0,,21
108,서울,2024-10-20 12:00,16.1,,4.3,90,46,1020.9,1,,,1,0,,24.2
108,서울,2024-10-20 13:00,16.7,,3.9,90,44,1020.2,1,,,1,0,,25.8
108,서울,2024-10-20 14:00,17.4,,3.8,70,45,1019.7,1,,,2,0,,24.9
108,서울,2024-10-20 15:00,17.7,,3.4,70,46,1019.2,1,,,3,0,,22.5
108,서울,2024-10-20 16:00,17.5,,2.6,70,45,1018.7,1,,,3,0,,19.9
108,서울,2024-10-20 17:00,16.7,,3,90,45,1018.2,1,,,3,0,,16
108,서울,2024-10-20 18:00,15.3,,2.4,110,51,1018.3,.3,,,6,0,,13.7
108,서울,2024-10-20 19:00,14.2,,3.9,70,53,1019,,,,4,1,,12.3
108,서울,2024-10-20 20:00,13.4,,3.6,90,55,1019,,,,4,1,,11.4
108,서울,2024-10-20 21:00,12.6,,3,70,58,1019.2,,,,1,0,,10.8
108,서울,2024-10-20 22:00,11.7,,3,50,62,1018.9,,,,2,1,,10.2
108,서울,2024-10-20 23:00,11.2,,2.7,50,63,1019.1,,,,2,1,,9.8
108,서울,2024-10-21 00:00,10.8,,3.4,70,65,1017.9,,,,0,0,,9.4
108,서울,2024-10-21 01:00,10.2,,2.3,50,67,1018.2,,,,2,1,,9.1
108,서울,2024-10-21 02:00,10,,2.3,50,68,1017.5,,,,5,1,,8.9
108,서울,2024-10-21 03:00,9.8,,3.1,50,69,1017.2,,,,3,0,,8.7
108,서울,2024-10-21 04:00,10.1,,3.9,50,70,1016.4,,,,8,0,,9
108,서울,2024-10-21 05:00,10.1,,3.2,70,69,1015.5,,,,6,0,,9.1
108,서울,2024-10-21 06:00,10.2,,3.1,70,70,1014.7,,,,8,5,,9.3
108,서울,2024-10-21 07:00,10.5,,3.3,50,70,1015.1,0,,,8,8,,9.7
